10
10
"64,53,123,99,78,118,82,84,117,132"
"100,100,100,100,100,100,100,100,100,100"
"100,100,100,100,100,100,100,100,100,100"
"100,100,100,100,100,100,100,100,100,100"
"100,100,100,100,100,100,100,100,100,100"
"100,100,100,100,100,100,100,100,100,100"
"100,100,100,100,100,100,100,100,100,100"
"100,100,100,100,100,100,100,100,100,100"
"100,100,100,100,100,100,100,100,100,100"
"100,100,100,100,100,100,100,100,100,100"
"100,100,100,100,100,100,100,100,100,100"
"1,1,0,0,0,0,0,0,0,0"
"0,1,1,0,0,0,0,0,0,0"
"0,0,1,1,0,0,0,0,0,0"
"0,0,0,1,1,0,0,0,0,0"
"0,0,0,0,1,1,0,0,0,0"
"0,0,0,0,0,1,1,0,0,0"
"0,0,0,0,0,0,1,1,0,0"
"0,0,0,0,0,0,0,1,1,0"
"0,0,0,0,0,0,0,0,1,1"
"1,0,0,0,0,0,0,0,0,1"
